V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0,0,0,0.006990657945725656,0.37977871631781007,0.5669185547476194,0.04631207098884476,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.001930555295158975,0.2996030743907838,0.6212639475228618,0.07720242279119538,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.9335434175210824e-4,0.22414482220774035,0.6562058557186589,0.11945596773184874,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.9335434175210824e-4,0.22414482220774035,0.6562058557186589,0.11945596773184874,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.9335434175210824e-4,0.22414482220774035,0.6562058557186589,0.11945596773184874,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.9335434175210824e-4,0.22414482220774035,0.6562058557186589,0.11945596773184874,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.9335434175210824e-4,0.22414482220774035,0.6562058557186589,0.11945596773184874,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.9335434175210824e-4,0.22414482220774035,0.6562058557186589,0.11945596773184874,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.10701210913242881,0.6491102973539447,0.24344624299319906,4.3135052042738066e-4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.10701210913242881,0.6491102973539447,0.24344624299319906,4.3135052042738066e-4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.10701210913242881,0.6491102973539447,0.24344624299319906,4.3135052042738066e-4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.10701210913242881,0.6491102973539447,0.24344624299319906,4.3135052042738066e-4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.06795353066335712,0.6084882631937731,0.3206798476902471,0.0028783584526226166,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.06795353066335712,0.6084882631937731,0.3206798476902471,0.0028783584526226166,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.06795353066335712,0.6084882631937731,0.3206798476902471,0.0028783584526226166,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.06795353066335712,0.6084882631937731,0.3206798476902471,0.0028783584526226166,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.06795353066335712,0.6084882631937731,0.3206798476902471,0.0028783584526226166,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.06795353066335712,0.6084882631937731,0.3206798476902471,0.0028783584526226166,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.06795353066335712,0.6084882631937731,0.3206798476902471,0.0028783584526226166,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.06795353066335712,0.6084882631937731,0.3206798476902471,0.0028783584526226166,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.06795353066335712,0.6084882631937731,0.3206798476902471,0.0028783584526226166,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03978494068006242,0.5498823584117327,0.40121122817370153,0.009121472734503259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03978494068006242,0.5498823584117327,0.40121122817370153,0.009121472734503259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03978494068006242,0.5498823584117327,0.40121122817370153,0.009121472734503259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03978494068006242,0.5498823584117327,0.40121122817370153,0.009121472734503259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03978494068006242,0.5498823584117327,0.40121122817370153,0.009121472734503259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03978494068006242,0.5498823584117327,0.40121122817370153,0.009121472734503259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03978494068006242,0.5498823584117327,0.40121122817370153,0.009121472734503259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03978494068006242,0.5498823584117327,0.40121122817370153,0.009121472734503259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03978494068006242,0.5498823584117327,0.40121122817370153,0.009121472734503259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03978494068006242,0.5498823584117327,0.40121122817370153,0.009121472734503259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03978494068006242,0.5498823584117327,0.40121122817370153,0.009121472734503259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.020726587170833505,0.4786318390429574,0.4797011284084283,0.020940445377780614,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.020726587170833505,0.4786318390429574,0.4797011284084283,0.020940445377780614,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.020726587170833505,0.4786318390429574,0.4797011284084283,0.020940445377780614,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.020726587170833505,0.4786318390429574,0.4797011284084283,0.020940445377780614,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.020726587170833505,0.4786318390429574,0.4797011284084283,0.020940445377780614,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008998718123959052,0.40007596112258126,0.5508102923592935,0.04011502839416599,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008998718123959052,0.40007596112258126,0.5508102923592935,0.04011502839416599,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008998718123959052,0.40007596112258126,0.5508102923592935,0.04011502839416599,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008998718123959052,0.40007596112258126,0.5508102923592935,0.04011502839416599,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008998718123959052,0.40007596112258126,0.5508102923592935,0.04011502839416599,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008998718123959052,0.40007596112258126,0.5508102923592935,0.04011502839416599,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008998718123959052,0.40007596112258126,0.5508102923592935,0.04011502839416599,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0028215815277277544,0.31955398068573826,0.6091994639911633,0.0684249737953707,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0028215815277277544,0.31955398068573826,0.6091994639911633,0.0684249737953707,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0028215815277277544,0.31955398068573826,0.6091994639911633,0.0684249737953707,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0028215815277277544,0.31955398068573826,0.6091994639911633,0.0684249737953707,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0028215815277277544,0.31955398068573826,0.6091994639911633,0.0684249737953707,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0028215815277277544,0.31955398068573826,0.6091994639911633,0.0684249737953707,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.1542537042830297e-4,0.24240515376756203,0.6495293872689034,0.10765003359310603,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.976403493909556e-7,0.17396873640318675,0.6664608061573805,0.15956995979908334,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.976403493909556e-7,0.17396873640318675,0.6664608061573805,0.15956995979908334,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.11877216993086516,0.6558721866667819,0.22515268972813265,2.0295367422028886e-4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.11877216993086516,0.6558721866667819,0.22515268972813265,2.0295367422028886e-4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.11877216993086516,0.6558721866667819,0.22515268972813265,2.0295367422028886e-4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.11877216993086516,0.6558721866667819,0.22515268972813265,2.0295367422028886e-4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.11877216993086516,0.6558721866667819,0.22515268972813265,2.0295367422028886e-4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.11877216993086516,0.6558721866667819,0.22515268972813265,2.0295367422028886e-4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.11877216993086516,0.6558721866667819,0.22515268972813265,2.0295367422028886e-4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.07669143213640628,0.6206191901359608,0.30071469714264076,0.0019746805849920434,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.07669143213640628,0.6206191901359608,0.30071469714264076,0.0019746805849920434,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.07669143213640628,0.6206191901359608,0.30071469714264076,0.0019746805849920434,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.04594876156949656,0.5660380867579551,0.3809187165688711,0.007094435103677179,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.04594876156949656,0.5660380867579551,0.3809187165688711,0.007094435103677179,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.04594876156949656,0.5660380867579551,0.3809187165688711,0.007094435103677179,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.04594876156949656,0.5660380867579551,0.3809187165688711,0.007094435103677179,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.04594876156949656,0.5660380867579551,0.3809187165688711,0.007094435103677179,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.04594876156949656,0.5660380867579551,0.3809187165688711,0.007094435103677179,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.04594876156949656,0.5660380867579551,0.3809187165688711,0.007094435103677179,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.04594876156949656,0.5660380867579551,0.3809187165688711,0.007094435103677179,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02476440621842463,0.4974681325678984,0.4604254919716899,0.017341969241986995,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02476440621842463,0.4974681325678984,0.4604254919716899,0.017341969241986995,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02476440621842463,0.4974681325678984,0.4604254919716899,0.017341969241986995,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02476440621842463,0.4974681325678984,0.4604254919716899,0.017341969241986995,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02476440621842463,0.4974681325678984,0.4604254919716899,0.017341969241986995,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02476440621842463,0.4974681325678984,0.4604254919716899,0.017341969241986995,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02476440621842463,0.4974681325678984,0.4604254919716899,0.017341969241986995,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02476440621842463,0.4974681325678984,0.4604254919716899,0.017341969241986995,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02476440621842463,0.4974681325678984,0.4604254919716899,0.017341969241986995,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02476440621842463,0.4974681325678984,0.4604254919716899,0.017341969241986995,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02476440621842463,0.4974681325678984,0.4604254919716899,0.017341969241986995,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02476440621842463,0.4974681325678984,0.4604254919716899,0.017341969241986995,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02476440621842463,0.4974681325678984,0.4604254919716899,0.017341969241986995,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.011358614071479171,0.4202485836009248,0.5338957673159632,0.034497035011632815,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.011358614071479171,0.4202485836009248,0.5338957673159632,0.034497035011632815,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.003951633116948889,0.33971869589216797,0.595990286566557,0.060339384424325924,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.003951633116948889,0.33971869589216797,0.595990286566557,0.060339384424325924,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.003951633116948889,0.33971869589216797,0.595990286566557,0.060339384424325924,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.003951633116948889,0.33971869589216797,0.595990286566557,0.060339384424325924,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.003951633116948889,0.33971869589216797,0.595990286566557,0.060339384424325924,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7.637113431224802e-4,0.2612177254767622,0.6413697936883376,0.09664876949177768,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7.637113431224802e-4,0.2612177254767622,0.6413697936883376,0.09664876949177768,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7.637113431224802e-4,0.2612177254767622,0.6413697936883376,0.09664876949177768,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7.637113431224802e-4,0.2612177254767622,0.6413697936883376,0.09664876949177768,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7.637113431224802e-4,0.2612177254767622,0.6413697936883376,0.09664876949177768,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7.637113431224802e-4,0.2612177254767622,0.6413697936883376,0.09664876949177768,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7.637113431224802e-4,0.2612177254767622,0.6413697936883376,0.09664876949177768,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.5096738288635313e-5,0.19008492838984112,0.6646950326461709,0.14520494222569932,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.5096738288635313e-5,0.19008492838984112,0.6646950326461709,0.14520494222569932,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.5096738288635313e-5,0.19008492838984112,0.6646950326461709,0.14520494222569932,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.5096738288635313e-5,0.19008492838984112,0.6646950326461709,0.14520494222569932,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.5096738288635313e-5,0.19008492838984112,0.6646950326461709,0.14520494222569932,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.5096738288635313e-5,0.19008492838984112,0.6646950326461709,0.14520494222569932,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13136370982948295,0.6610705236605067,0.2074918038007464,7.396270926395321e-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.08614800229700265,0.6315249959969395,0.28104378269481123,0.0012832190112465928,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.08614800229700265,0.6315249959969395,0.28104378269481123,0.0012832190112465928,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.08614800229700265,0.6315249959969395,0.28104378269481123,0.0012832190112465928,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.05271844073384352,0.5813071252608714,0.3605820098259145,0.005392424179370591,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.05271844073384352,0.5813071252608714,0.3605820098259145,0.005392424179370591,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.05271844073384352,0.5813071252608714,0.3605820098259145,0.005392424179370591,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.05271844073384352,0.5813071252608714,0.3605820098259145,0.005392424179370591,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.05271844073384352,0.5813071252608714,0.3605820098259145,0.005392424179370591,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.05271844073384352,0.5813071252608714,0.3605820098259145,0.005392424179370591,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.05271844073384352,0.5813071252608714,0.3605820098259145,0.005392424179370591,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.029295273128294188,0.5157561674874362,0.44076722915892214,0.01418133022534725,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.029295273128294188,0.5157561674874362,0.44076722915892214,0.01418133022534725,0,0,0,0,0,0,0,0,0,0
